id,status,sort,user_created,date_created,user_updated,date_updated,model,brand_name,image,price,discount_info,partner_name,partner_link_url,partner_link_rel_2,partner_link_title,ceneo_url,ceneo_link_rel_2,ceneo_link_title,max_performance,max_area,max_area_ro,has_humidification,humidification_type,humidification_switch,humidification_efficiency,humidification_performance_measure,humidification_area,water_tank_capacity,hygrometer,hygrostat,min_value_for_hygrostat,max_value_for_hygrostat,increment_of_the_hygrostat,evaporative_filter,evaporative_filter_life,evaporative_filter_price,ionizer_type,ionizer_switch,mesh_filter,hepa_filter,hepa_filter_service_life,cations_count,anions_count,hepa_filter_price,carbon_filter,carbon_filter_service_life,carbon_filter_price,uvc,uv_light_generator,mobile_app,mobile_features,remote_control,control_other,rated_power_consumption,width,height,weight,depth,review_link,ionization,rated_voltage,capability_points,capability,profitability_points,ranking,profitability,min_loudness,max_loudness,max_rated_power_consumption,filter_type,coffered_type,integrated_price,integrated_hepa_filter_service_life,separate_price,separate_hepa_filter_service_life,separate_price_carbon,separate_carbon-filter_service_life,certificates,pm2_sensor,pm2_indicator,colors,number_of_fan_speeds,functions,lzo_tvcop_sensor,temperature_sensor,humidity_sensor,light_sensor,hepa_filter_class,effectiveness_hepa_filter,info_ionization,info_loudness,info_rated_power_consumption,pm2_concentration_1,pm2_concentration_2,pm2_concentration_3,pm2_concentration_4,pm2_concentration_5,pm2_concentration_6,air_state_1,air_state_2,air_state_3,air_state_4,air_state_5,air_state_6,indicator_color_1,indicator_color_2,indicator_color_3,indicator_color_4,indicator_color_5,indicator_color_6,price_date,ranking_hidden,auto_points,estetic,filter_costs,other_filter,functions_and_equipment,heating_and_cooling_function,with_fan,min_area_ro,image_url,main_ranking,for_kids,cooling_function,bedroom,smokers,office,kindergarten,astmatic,alergic,type_of_device,silver_ion,type,is_promo,gallery
10,published,,f76fde35-7e8f-49bd-893d-9706def1e294,2022-04-13T14:59:51.000Z,ce682939-7d3b-4f32-85de-df7f56fffb04,2024-10-08T13:49:38.000Z,U450,Winix,59381cd5-f254-42df-9e27-70ae6fcfb8de,1619,,,,"[""nofollow"",""noopener""]",,https://www.ceneo.pl/43402440#crid=296794&pid=16557,"[""noopener"",""nofollow""]",Sprawdź najtańszą ofertę na Ceneo.pl,492,96,62,0,,0,,,,,0,0,,,,0,,,plasma,1,1,1,12,,,399,1,12,399,0,,0,"[""Wi-Fi 2,4 GHZ""]",1,,10,44,65,8,26,/recenzje/winix-u450/,1,220-240,61,61,58,,58,27,60,110,,,0,,0,,0,,,,,"[""biały""]",,,,,,,0,99.95,,,,,,,,,,,,,,,,,,,,,,2024-10-08,TRUE,,,,,,1,0,,,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,FALSE,"[67,68]"
13,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-11T09:58:02.000Z,f76fde35-7e8f-49bd-893d-9706def1e294,2025-02-11T08:58:27.000Z,UA-HD50E-L,Sharp,71713f12-c48f-48b8-a440-268fca5061fc,1799,,,,[],,https://www.ceneo.pl/73896656#crid=532393&pid=16557,"[""nofollow"",""noopener""]",Sprawdź cenę na Ceneo.pl,306,38,38,1,vapor,1,600,"18,65",85,3,1,1,55,65,"55, 60, 65",1,120,129,plasma,1,1,1,,,,,1,,,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,5,39.9,61.5,7.9,23,/recenzje/sharp-ua-hd50e-l/,1,220-240,57,57,51,20,49,23,69,54,0,1,0,,299,120,199,120,"[""BAF"",""PZH""]",1,1,"[""biały""]",3,"[""1"",""2"",""3"",""funkcja Advanced Auto"",""funkcja Pollen""]",1,0,0,1,0,99.95,,,,,,,,,,,,,,,,Zielony,"Zielony oba końce, pomarańczowy środek",Pomarańczowy,"Pomarańczowy oba końce,  czerwony środek",Czerwony,,2025-02-11,FALSE,,,Wymiana filtra HEPA do 10 lat - 449 zł. Wymiana filtra węglowego do 10 lat - 189 zł. Wymiana filtra wody do 10 lat - 299 zł. Koszt roczny od 90 zł (zważywszy na polskie zapylenie może wynosić 180 zł).,,"[""Jonizator plazmowy"",""Tryb auto"",""Nawilżacz ewaporacyjny""]",1,0,,,tak,nie,nie,nie,nie,nie,nie,nie,tak,"[""Oczyszczacz powietrza z nawilżaczem""]",,with_humi_ion,FALSE,"[577,578,579,580]"
14,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-11T10:11:15.000Z,f76fde35-7e8f-49bd-893d-9706def1e294,2025-02-11T09:11:24.000Z,KC-D50EUW,Sharp,9877cb79-c912-425d-b28f-ef80bb5021fb,1899,,,,"[""dofollow""]",,https://www.ceneo.pl/53377250#crid=545203&pid=16557,"[""nofollow"",""noopener""]",Link do Ceneo.pl,306,38,38,1,vapor,1,600,"18,65",85,3,1,1,55,65,"55, 60, 65",1,120,159,plasma,1,1,1,,,,,1,,,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,5,39.9,61.5,7.9,23,/recenzje/sharp-kc-d50euw/,1,220-240,57,57,50,22,46,23,69,54,0,1,0,,369,120,219,120,"[""BAF"",""PZH""]",1,1,"[""biały""]",3,"[""1"",""2"",""3"",""funkcja Advanced Auto"",""funkcja Pollen"",""4""]",1,0,0,1,0,99.95,,,,,,,,,,,,,,,,Zielony,"Zielony oba końce, pomarańczowy środek",Pomarańczowy,"Pomarańczowy oba końce,  czerwony środek",Czerwony,,2025-02-11,FALSE,,,https://www.ceneo.pl/53377250#crid=545203&pid=16557,,"[""Nawilżacz ewaporacyjny"",""Jonizator plazmowy"",""Tryb auto""]",1,0,,,tak,nie,nie,nie,nie,nie,nie,nie,tak,"[""Oczyszczacz powietrza z nawilżaczem""]",,with_humi_ion,FALSE,"[256,257,258,259,260,261,262]"
15,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-11T10:21:13.000Z,f76fde35-7e8f-49bd-893d-9706def1e294,2025-02-11T09:11:56.000Z,KC-A50EUW,Sharp,62efc268-b9c2-46af-bc64-7ada13bc8683,1899,,,,"[""dofollow""]",,https://www.ceneo.pl/20938605#crid=545206&pid=16557,"[""nofollow"",""noopener""]",Sprawdź cenę na Ceneo.pl,306,38,38,1,vapor,1,600,,85,4,1,1,55,65,"55, 60, 65",1,120,159,plasma,1,1,1,120,,,398,1,120,199,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,4,39.9,60.3,7.9,27.3,/recenzje/sharp-kc-a50euw/,1,22-240,63,63,55,12,51,16,49,42,,,0,,0,,0,,"[""PZH"",""BAF""]",,1,"[""biały""]",3,"[""1"",""2"",""3"",""Ion Shower"",""tryb Pollen"",""wskaźnik braku wody w nawilżaczu"",""4"",""kontrolka braku wody""]",0,0,0,1,0,99.95,,,,,,,,,,,,,,,,Zielony,"Zielony oba końce, pomarańczowy środek",Pomarańczowy,"Pomarańczowy oba końce,  czerwony środek",Czerwony,,2025-02-11,FALSE,,,,,"[""Jonizator plazmowy"",""Tryb auto"",""Nawilżacz ewaporacyjny""]",1,0,,,tak,nie,nie,nie,nie,nie,nie,nie,nie,"[""Oczyszczacz powietrza z nawilżaczem""]",,with_humi,TRUE,"[610,611]"
16,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-11T11:00:11.000Z,f76fde35-7e8f-49bd-893d-9706def1e294,2025-02-11T09:20:42.000Z,KC-A40EUW,Sharp,38b9c6f7-a57d-41f0-9649-57712ef41ed1,1599,,,,"[""dofollow""]",,https://www.ceneo.pl/20938546#cid=25918&crid=268418&pid=16557,"[""noopener"",""nofollow""]",Sprawdź cenę na Ceneo.pl,216,26,27,1,vapor,1,450,,64,3,1,1,55,65,"55, 60, 65",1,120,159,plasma,1,1,1,120,,,,1,120,259,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,4,38,57,9.1,24.2,/recenzje/sharp-kc-a40euw/,1,220-240,52,52,58,7,50,16,46,25,0,1,0,,369,120,259,120,"[""PZH"",""BAF""]",0,1,"[""biały""]",3,"[""1"",""2"",""3"",""4"",""Tryb Pollen"",""Ion Shower"",""wskaźnik poziomu wody"",""kontrolka braku wody""]",0,0,0,,0,99.95,,,,,,,,,,,,,,,,Zielony,"Zielony oba końce, pomarańczowy środek",Pomarańczowy,"Pomarańczowy oba końce,  czerwony środek",Czerwony,,2025-02-11,FALSE,,,"Wymiana filtra HEPA do 10 lat - 409 zł. Wymiana filtra węglowego do 10 lat - 179 zł. Wymiana filtra wody do 10 lat - 279 zł.
Koszt roczny filtrów w polskich realiach zważywszy może wynosić 200 zł (wymiana co 2-3 lata).",,"[""Jonizator plazmowy"",""Nawilżacz ewaporacyjny"",""Tryb auto""]",1,0,,,tak,nie,nie,nie,nie,nie,nie,nie,nie,"[""Oczyszczacz powietrza z nawilżaczem""]",,with_humi_ion,FALSE,"[612,613,614,615,616,617,618]"
17,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-11T11:11:29.000Z,f76fde35-7e8f-49bd-893d-9706def1e294,2025-02-11T09:13:56.000Z,UA-HG40E-L,Sharp,7512f780-9d2c-4ecf-81d1-91595ca27284,1999,,,,"[""nofollow"",""noopener""]",,https://www.ceneo.pl/74378973#crid=532399&pid=16557,"[""noopener"",""nofollow""]",Sprawdź cenę na Ceneo.pl,240,28,30,1,vapor,1,440,,62,2500,1,1,55,65,"55, 60, 65",1,120,279,plasma,1,1,1,120,,,369,1,120,249,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,6,34.5,63.1,9.2,26.2,/recenzje/sharp-ua-hg40e-l/,1,220-240,56,56,48,25,43,19,46,24,0,1,0,,369,120,249,120,"[""PZH"",""BAF""]",1,1,"[""biały"",""ciemnobrązowy""]",3,"[""1"",""3"",""2"",""4"",""timer"",""Auto Louver"",""tryb Pollen"",""Ion Shower"",""Advanced Auto""]",0,0,0,,0,99.95,,,,,,,,,,,,,,,,Zielony,"Zielony oba końce, pomarańczowy środek",Pomarańczowy,"Pomarańczowy oba końce,  czerwony środek",Czerwony,,2025-02-11,FALSE,,,Wymiana filtra HEPA do 10 lat - 449 zł. Wymiana filtra węglowego do 10 lat - 189 zł. Wymiana filtra wody do 10 lat - 299 zł. Koszt roczny od 90 zł (zważywszy na polskie zapylenie może wynosić 180 zł).,,"[""Jonizator plazmowy"",""Tryb auto"",""Nawilżacz ewaporacyjny""]",nie,nie,,,tak,tak,nie,nie,nie,nie,nie,nie,nie,"[""Oczyszczacz powietrza z nawilżaczem""]",,with_humi_ion,FALSE,"[619,620,621,622]"
18,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-11T11:23:51.000Z,f76fde35-7e8f-49bd-893d-9706def1e294,2025-02-11T09:14:51.000Z,KC-A60EUW,Sharp,bb46cc03-508c-48ec-86c9-ff77002e8518,2099,,,,"[""dofollow""]",,https://www.ceneo.pl/20938691#crid=268421&pid=16557,"[""noopener"",""nofollow""]",Sprawdź cenę na Ceneo.pl,396,48,50,1,vapor,1,730,"20, 30",104,4,1,1,55,65,"55, 60, 55",1,120,159,plasma,1,1,1,120,,,449,1,120,279,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,5,41.6,64.3,11,29.5,/recenzje/sharp-kc-a60euw/,1,220-240,72,72,51,19,53,19,49,60,,,0,,0,,0,,"[""PZH"",""BAF""]",1,1,"[""biały""]",,"[""1"",""2"",""3"",""4"",""Ion Shower"",""wskaźnik wilgotności"",""wskaźnik poziomu wody"",""kontrolka braku wody""]",0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,2025-02-11,FALSE,,,Wymiana filtra HEPA do 10 lat - 439 zł. Wymiana filtra węglowego do 10 lat - 199 zł. Wymiana filtra wody do 10 lat - 279 zł. Koszt roczny od 100 zł (zważywszy na polskie zapylenie może wynosić 200-300 zł).,,"[""Tryb auto"",""Jonizator plazmowy"",""Nawilżacz ewaporacyjny""]",1,0,,,tak,nie,nie,nie,nie,nie,nie,nie,nie,"[""Oczyszczacz powietrza z nawilżaczem""]",,with_humi,FALSE,"[623,624]"
19,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-11T11:33:43.000Z,309a04ad-6ef4-473d-a546-8f933d59bfd8,2024-10-22T13:09:39.000Z,FP-J40EUW,Sharp,c1ccfd39-7f99-4c8a-a60b-27677233e45f,1099,,,,"[""dofollow""]",,https://www.ceneo.pl/93517067#crid=553166&pid=16557,"[""noopener"",""nofollow""]",Sprawdź cenę na Ceneo.pl,240,30,30,0,,0,,,,,0,0,,,,0,,,plasma,1,1,1,120,,,249,1,120,229,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,3,39,58.3,6.2,27,/recenzje/sharp-fp-j40euw/,1,220-240,38,38,58,8,53,15,45,23,0,1,0,,249,120,229,120,,2,,"[""biały""]",3,"[""1"",""3"",""4""]",0,1,1,0,0,99.95,,,,,,,,,,,,,,,,,,,,,,2024-10-22,FALSE,,,Wymiana filtra HEPA do 10 lat - 449 zł. Wymiana filtra węglowego do 10 lat - 189 zł. Koszt roczny od 80 zł (zważywszy na polskie zapylenie może wynosić 160 zł).,,"[""Jonizator plazmowy"",""Tryb auto""]",1,0,,https://staging.ranking-oczyszczaczy.pl/wp-content/uploads/SHARP-FP-J40EUW.png,tak,nie,nie,nie,nie,nie,nie,nie,nie,,,with_ion,FALSE,"[625,626]"
20,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-11T11:43:53.000Z,ce682939-7d3b-4f32-85de-df7f56fffb04,2024-08-09T10:47:36.000Z,FP-J30EUB,Sharp,2aca27a4-fb8e-4c6e-8a3c-ab505c686627,699,,,,"[""dofollow""]",,https://www.ceneo.pl/93517069#cid=25918&crid=340207&pid=16557,"[""nofollow"",""noopener""]",Link do Ceneo.pl,180,22,22,0,,0,,,,,0,0,,,,0,,,plasma,1,1,1,24,,,199,1,24,226,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,13,43.1,41.1,4.2,21.1,/recenzje/sharp-fp-j30eu-a/,1,220-240,17,17,39,44,37,23,44,50,0,,0,,0,,0,,,2,,"[""różowy "",""turkusowy"",""czarny""]",3,"[""1"",""3"",""4""]",0,,,,0,99.95,,,,,,,,,,,,,,,,,,,,,,2024-08-09,FALSE,,,Wymiana filtra HEPA do 2 lat - 229 zł. Wymiana filtra węglowego do 2 lat - 139 zł. Koszt roczny od 180 zł.,,"[""Jonizator plazmowy""]",1,0,,,tak,nie,nie,nie,nie,nie,nie,nie,nie,,,,FALSE,"[627,628,629,630,631,632,633,634,635]"
21,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-11T11:51:18.000Z,f76fde35-7e8f-49bd-893d-9706def1e294,2024-11-06T14:33:25.000Z,FP-J60EUW,Sharp,70401151-9397-4451-bc9d-93a6f09daf88,2099,,,,[],,https://www.ceneo.pl/93474984#cid=25918&crid=340201&pid=16557,"[""nofollow"",""noopener""]",link do Ceneo.pl,396,48,50,0,,0,,,,,0,0,,,,0,,,plasma,1,1,1,120,,,449,1,120,299,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,3,41.6,72.8,6.2,29.1,/recenzje/sharp-fp-j60euw/,1,220-240,58,58,36,51,42,15,43,38,0,1,0,,449,120,299,120,,1,1,"[""biały""]",3,"[""1"",""2"",""3"",""4"",""timer"",""auto restart"",""Ion Shower"",""Tryb Pollen""]",0,1,1,0,0,99.95,,,,,,,,,,,,,,,,,,,,,,2024-11-06,FALSE,,,"Wymiana filtra HEPA do 10 lat - 449 zł. Wymiana filtra węglowego do 10 lat - 299 zł. Koszt roczny od 80 zł (zważywszy na polskie zapylenie może wynosić 160 zł).
Możliwa jest wymiana modułu jonizatora Plasmacluster 299 zł średnio co 2 lata.",,"[""Tryb auto"",""Jonizator plazmowy""]",1,0,,,tak,nie,nie,nie,nie,nie,nie,nie,nie,,,,FALSE,"[636,637,638,639,640,641]"
22,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-12T08:34:49.000Z,f76fde35-7e8f-49bd-893d-9706def1e294,2024-11-07T12:23:29.000Z,FP-J80EUW,Sharp,ff4fa0be-e6c0-4a9b-838d-b7e36368d341,2499,,,,"[""dofollow""]",,https://www.ceneo.pl/93474983#crid=713281&pid=16557,"[""nofollow"",""noopener""]",,480,62,60,0,,0,,,,,0,0,,,,0,,,plasma,1,1,1,120,,,449,1,10,299,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,4,41.6,72.8,10.6,29.1,/recenzje/sharp-fp-j80eu-w/,1,220-240,68,68,35,53,42,15,47,48,0,1,0,,449,120,299,120,"[""PZH"",""ECARF"",""PTA""]",0,0,"[""biały""]",3,"[""1"",""2"",""3"",""4"",""Ion Shower"",""Tryb Pollen"",""Ion Spot"",""timer"",""Auto restart""]",0,0,0,0,0,99.95,,,,,,,,,,,,,,,,,,,,,,2024-11-07,FALSE,,,"Wymiana filtra HEPA do 10 lat - 449 zł. Wymiana filtra węglowego do 10 lat - 299 zł. Koszt roczny od 80 zł (zważywszy na polskie zapylenie może wynosić 160 zł).
Możliwa jest wymiana modułu jonizatora Plasmacluster 299 zł średnio co 2 lata.",,"[""Tryb auto"",""Jonizator plazmowy""]",1,0,,,tak,nie,nie,nie,nie,nie,nie,nie,nie,,,,FALSE,[]
23,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-12T08:48:07.000Z,ce682939-7d3b-4f32-85de-df7f56fffb04,2024-09-10T12:30:29.000Z,FP-F30EUH,Sharp,1dd18a3d-56d4-4de0-9ef5-fe67a1e40a4f,599,,,,"[""dofollow""]",,https://www.ceneo.pl/53377253#crid=545329&pid=16557,"[""noopener"",""nofollow""]",,180,21,22,0,,0,,,,,0,0,,,,0,,,plasma,1,1,1,24,,,199,0,,,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,13,40,46.3,4,18.2,/recenzje/sharp-fp-f30euh/,1,220-240,6,6,17,73,17,26,47,51,0,1,0,,199,24,0,,,1,,"[""biały""]",3,"[""auto restart""]",1,1,1,1,0,99.95,,,,,,,,,,,,,,,,,,,,,,2024-09-10,TRUE,,,"Wymiana filtra HEPA do 2 lat - 229 zł. Koszt roczny od 114,5 zł.",,"[""Jonizator plazmowy""]",1,0,,,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,FALSE,"[705,706,707,708,709]"
24,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-17T09:12:17.000Z,f76fde35-7e8f-49bd-893d-9706def1e294,2024-10-30T10:29:41.000Z,KC-D60EUW,Sharp,4143963f-f48b-4ba7-bc50-6bfb26171d38,2199,,,,"[""dofollow""]",,https://www.ceneo.pl/53377251#crid=546054&pid=16557,"[""noopener"",""nofollow""]",Link do Ceneo.pl,396,48,50,1,vapor,1,660,"18,65",,3000,1,1,55,65,"55, 60, 65",1,120,159,plasma,1,1,1,120,,,399,1,120,279,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,5,42,63.7,8.6,24.2,/recenzje/sharp-kc-d60euw/,1,220-240,67,67,54,14,47,25,55,80,0,1,0,,399,120,269,120,"[""BAF"",""PZH""]",1,1,"[""biały""]",3,"[""1"",""2"",""3"",""funkcja Pollen"",""funkcja Advanced Auto"",""timer""]",0,0,0,1,0,99.95,,,,,,,,,,,,,,,,Zielony,"Zielony oba końce, pomarańczowy środek",Pomarańczowy,"Pomarańczowy oba końce,  czerwony środek",Czerwony,,2024-10-30,FALSE,,,Wymiana filtra HEPA do 10 lat - 489 zł. Wymiana filtra węglowego do 10 lat - 219 zł. Wymiana filtra wody do 10 lat - 299 zł. Koszt roczny od 100 zł (zważywszy na polskie zapylenie może wynosić 200 zł).,,"[""Nawilżacz ewaporacyjny"",""Jonizator plazmowy"",""Tryb auto""]",1,0,,,tak,nie,nie,nie,nie,tak,tak,tak,nie,"[""Oczyszczacz powietrza z nawilżaczem""]",,with_humi_ion,FALSE,"[710,711,712]"
25,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-17T09:54:24.000Z,f76fde35-7e8f-49bd-893d-9706def1e294,2025-02-11T09:16:36.000Z,UA-HD60E-L,Sharp,8222b335-b4b3-4a99-b8b5-d801d107e408,1999,,,,"[""nofollow"",""noopener""]",,https://www.ceneo.pl/74026598#crid=532397&pid=16557,"[""nofollow"",""noopener""]",Sprawdź cenę na Ceneo.pl,396,48,50,1,vapor,1,660,"18,65",94,3,1,1,55,65,"55, 60, 65",1,120,149,plasma,1,1,1,,,,,1,,,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,5,42,63.7,8.6,24.2,/recenzje/sharp-ua-hd60e-l/,1,220-240,67,67,52,17,51,25,55,80,0,1,0,,349,120,219,120,"[""BAF"",""PZH""]",1,1,"[""biały""]",,"[""1"",""2"",""3"",""funkcja Pollen"",""funkcja Advanced Auto""]",1,0,0,1,0,99.95,,,,,,,,,,,,,,,,Zielony,"Zielony oba końce, pomarańczowy środek",Pomarańczowy,"Pomarańczowy oba końce,  czerwony środek",Czerwony,,2025-02-11,FALSE,,,Wymiana filtra HEPA do 10 lat - 489 zł. Wymiana filtra węglowego do 10 lat - 219 zł. Wymiana filtra wody do 10 lat - 299 zł. Koszt roczny od 100 zł (zważywszy na polskie zapylenie może wynosić 200 zł).,,"[""Tryb auto"",""Nawilżacz ewaporacyjny"",""Jonizator plazmowy""]",1,0,,,nie,nie,nie,nie,nie,nie,nie,nie,nie,"[""Oczyszczacz powietrza z nawilżaczem""]",,with_humi_ion,FALSE,"[713,714,715,716,717]"
26,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-17T10:14:39.000Z,f76fde35-7e8f-49bd-893d-9706def1e294,2025-02-11T09:17:51.000Z,KC-G40EUW,Sharp,8e5940b0-31fb-4a75-9041-4c996da724f5,1799,,,,[],,https://www.ceneo.pl/59713166#crid=546059&pid=16557,"[""nofollow"",""noopener""]",,240,28,30,1,vapor,1,440,,62,3,1,1,55,65,"55, 60, 65",1,120,169,plasma,1,1,1,120,,,369,1,120,239,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,6,34.5,63.1,9.2,26.2,/recenzje/sharp-kc-g40euw/,1,220-240,57,57,47,26,49,19,46,24,0,1,0,,369,120,239,120,"[""BAF"",""PZH""]",0,1,"[""biały""]",3,"[""1"",""2"",""3"",""timer"",""Auto Louver"",""Advanced Auto"",""Spot Mode"",""Ion Shower""]",1,0,0,0,0,99.05,,,,,,,,,,,,,,,,zielony,zielony,pomarańczowy,pomarańczowy,czerwony,,2025-02-11,FALSE,,,Wymiana filtra HEPA do 10 lat - 449 zł. Wymiana filtra węglowego do 10 lat - 189 zł. Wymiana filtra wody do 10 lat - 299 zł. Koszt roczny od 90 zł (zważywszy na polskie zapylenie może wynosić 180 zł).,,"[""Jonizator plazmowy"",""Tryb auto"",""Sterowanie smartfonem"",""Nawilżacz ewaporacyjny""]",1,0,,,tak,nie,nie,nie,nie,nie,nie,nie,nie,"[""Oczyszczacz powietrza z nawilżaczem""]",,,FALSE,"[719,721,722]"
27,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-17T10:15:06.000Z,f76fde35-7e8f-49bd-893d-9706def1e294,2024-11-06T14:31:11.000Z,KC-G40EUH,Sharp,ba4ce08e-1fa4-4644-aff8-3d89677288b6,2099,,,,[],,https://www.ceneo.pl/78721031#crid=546063&pid=16557,"[""nofollow"",""noopener""]",,240,28,30,1,vapor,1,440,,,2500,1,1,55,65,"55, 60, 65",1,120,159,plasma,1,1,1,120,,,369,1,120,239,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,6,34.5,63.1,9.2,26.2,/recenzje/sharp-kc-g40euw/,1,220-240,57,57,49,23,42,19,46,24,0,1,0,,369,120,239,120,"[""BAF"",""PZH""]",0,1,"[""brązowy""]",,"[""1"",""2"",""3"",""timer"",""Tryb Pollen"",""Auto Advanced"",""Ion Shower"",""Auto Louver"",""Spot Mode""]",1,0,0,0,0,99.95,,,,,,,,,,,,,,,,zielony,zielony,pomarańczowy,pomarańczowy,czerwony,,2024-11-06,FALSE,,,Wymiana filtra HEPA do 10 lat - 449 zł. Wymiana filtra węglowego do 10 lat - 189 zł. Wymiana filtra wody do 10 lat - 299 zł. Koszt roczny od 90 zł (zważywszy na polskie zapylenie może wynosić 180 zł).,,"[""Nawilżacz ewaporacyjny"",""Jonizator plazmowy"",""Tryb auto""]",1,0,,,tak,nie,nie,nie,nie,nie,nie,nie,nie,"[""Oczyszczacz powietrza z nawilżaczem""]",,with_humi_ion,FALSE,"[723,724,725]"
28,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-17T10:16:18.000Z,f76fde35-7e8f-49bd-893d-9706def1e294,2025-02-11T09:21:17.000Z,KC-G50EUW,Sharp,c94639f4-dac7-4ad0-bcb0-d5c4f49a9f7b,2199,,,,[],,https://www.ceneo.pl/59713168#crid=546062&pid=16557,"[""nofollow"",""noopener""]",,306,38,38,1,vapor,1,450,,64,3,1,1,55,65,"55, 60, 65",1,120,169,plasma,1,1,1,120,,,369,1,120,249,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,6,34.5,63.1,9.2,26.2,/recenzje/sharp-kc-g50euw-2/,1,220-240,65,65,41,38,45,19,52,33,0,1,0,,369,120,249,120,"[""BAF"",""PZH""]",0,1,"[""biały""]",3,"[""1"",""2"",""3"",""timer"",""Auto Louver"",""Auto Advanced"",""Tryb Pollen"",""Ion Shower"",""czujnik ruchu""]",0,0,0,0,0,99.95,,,,,,,,,,,,,,,,niebieski,,,,,czerwony,2025-02-11,FALSE,,,Wymiana filtra HEPA do 10 lat - 449 zł. Wymiana filtra węglowego do 10 lat - 189 zł. Wymiana filtra wody do 10 lat - 299 zł. Koszt roczny od 90 zł (zważywszy na polskie zapylenie może wynosić 180 zł).,,"[""Tryb auto"",""Nawilżacz ewaporacyjny"",""Jonizator plazmowy""]",1,0,,,tak,nie,nie,nie,nie,nie,nie,nie,nie,"[""Oczyszczacz powietrza z nawilżaczem""]",,with_humi_ion,FALSE,"[726,727,728,729]"
