"id","status","sort","user_created","date_created","user_updated","date_updated","brand_name","model","colors","image","price","price_date","price_before","discount_info","partner_name","partner_link_url","partner_link_rel_2","partner_link_title","ceneo_url","ceneo_link_rel_2","ceneo_link_title","vacuum_cleaner_type","suction_power_aw","suction_power_pa","number_of_suction_power_levels","automatic_power_adjustment","suction_power_highest_level_pa","suction_power_medium_level_pa","suction_power_low_level_pa","maximum_engine_power","rotation_speed","noise_level","battery_change","cable_length","power_supply","maximum_operation_time","battery_charging_time","battery_voltage","battery_capacity","mopping_function","active_washing_function","self_cleaning_function","self_cleaning_underlays","clean_water_tank_capacity","dirty_water_tank_capacity","dust_tank_capacity","hand_vacuum_cleaner","led_backlight","uv_technology","detecting_dirt_on_the_floor","detecting_carpet","display","display_type","pollution_filtration_system","cyclone_technology","mesh_filter","hepa_filter","epa_filter","electric_brush","bendable_pipe","turbo_brush","carpet_and_floor_brush","attachment_for_pets","telescopic_tube","charging_station","additional_equipment","for_pet_owners","for_allergy_sufferers","weight","warranty","profitability","capability","capability_points","profitability_points","ranking","review_link","mopping_time_max","vacuuming_time_max","easy_emptying_tank","continuous_work","displaying_battery_status","operation_time_turbo","operation_time_eco","weight_hand","type_of_washing","main_ranking","type","ranking_hidden","is_promo","videorecenzja1"
5,"published",,"cc69ec5a-41ac-4c72-81cb-b851e58049a6","2024-08-23T08:19:22.000Z","cc69ec5a-41ac-4c72-81cb-b851e58049a6","2025-03-24T13:40:15.000Z","Xiaomi","Mi Vacuum Cleaner G10","[""biały z elementami pomarańczowego""]","0e51b87c-8caa-48b1-a9b2-e237dcbe0086",1100,"2024-12-10",,,,,"[""nofollow"",""noopener""]",,"https://www.ceneo.pl/103475515#crid=703068&pid=16557","[""nofollow"",""noopener""]",,"[""bezworkowy""]",150,,3,"Jest",,,,450,125000,79,"Jest",,"[""Akumulatorowe""]","65","3,5",25.2,3000,"Jest","Brak","Brak","Jest",0.23,,0.6,"Jest","Brak","Brak","Brak","Jest","Jest","[""TFT""]","5-stopniowy","Jest","Jest","Jest",,"Jest","Brak","Brak","Jest","Jest","Brak","[""stacja do montażu na ścianie""]","[""zbiornik na wodę"",""pad mopujący"",""dysza szczelinowa"",""dysza 2w1""]","Tak","Tak",4.2,,76,64,,,,,,65,"Jest","Jest","Procentowo","99","99",99.99,,"nie","stick",false,false,
6,"published",,"cc69ec5a-41ac-4c72-81cb-b851e58049a6","2024-08-26T06:35:46.000Z","e7bcdc1c-c375-4e8c-80b7-b5e5af3507f6","2025-06-02T11:06:44.000Z","Hygse","Handy","[""szary""]","fa67c952-835b-4abe-8522-54fa87a089e2",899,,,,"Hygse","https://hygse.pl/odkurzacze-pionowe/hygse-handy/","[""nofollow"",""noopener""]",,,"[""nofollow"",""noopener""]",,"[""bezworkowy""]",,24000,7,"Jest","24 000",,"10 000",400,,71,"Jest",,"[""Akumulatorowe""]","50","4-4,5",29.6,2000,"Brak","Brak","Brak",,,,1,"Jest","Jest","Brak","Jest","Jest","Jest","[""LED""]","5-stopniowy","Jest",,"Jest",,"Jest","Brak","Brak","Jest","Jest","Brak","[""stacja do montażu na ścianie""]","[""Elastyczna rura"",""Końcówka 2w1"",""Końcówka szczelinowa"",""Mini elektroszczotka do tapicerki i materacy"",""Końcówka z miękkim włosiem""]","Tak","Tak",2.2,,93,87,,,,"/odkurzacz/hygse/handy/",,50,"Jest","Jest","Procentowo","10","0",,,"tak","stick_electro",true,true,
7,"published",,"cc69ec5a-41ac-4c72-81cb-b851e58049a6","2024-08-26T07:42:47.000Z","cc69ec5a-41ac-4c72-81cb-b851e58049a6","2025-03-24T13:56:31.000Z","Electrolux","Well Clean 300 ES31CB18SH","[""Biały z elementami czarnego""]","5b167748-ae47-4cdb-b022-c1f7aff29f6c",669,"2025-03-24",,,,,"[""nofollow"",""noopener""]",,"https://www.ceneo.pl/151369193#crid=702998&pid=16557","[""nofollow"",""noopener""]",,"[""bezworkowy""]",,,,,,,,99,,79,"Jest",,"[""Akumulatorowe""]","45","4,5",21.6,2000,"Brak","Brak","Brak",,,,0.3,"Jest","Brak","Brak","Brak","Brak","Brak",,,"Jest",,,"Jest",,"Brak",,,,"Brak","[""konstrukcja samostojąca"",""uchwyt do montażu na ścianie ""]","[""Ssawka szczelinowa"",""Końcówka 2w1 do kurzu""]",,,2.65,,36,49,,,,,,45,"Brak",,"Wskaźnik","13","0",,,"tak","stick",false,false,
8,"published",,"cc69ec5a-41ac-4c72-81cb-b851e58049a6","2024-08-26T07:58:32.000Z","cc69ec5a-41ac-4c72-81cb-b851e58049a6","2025-03-24T13:51:06.000Z","Tefal","X-pert 6.60 Animal Kit TY6878",,"fcce739f-9173-433d-9288-d402fb85f7df",699,"2025-03-24",,,,,"[]",,"https://www.ceneo.pl/112965091#crid=702999&pid=16557","[""nofollow"",""noopener""]",,"[""bezworkowy""]",,,2,,,,,,,,"Jest",,,"45",,,,"Brak","Brak","Brak",,,,,"Jest","Jest",,"Brak","Brak","Brak",,,"Jest",,,"Jest","Jest","Brak",,,"Jest","Brak","[""konstrukcja samostojąca"",""stacja do montażu na ścianie""]","[""Ssawka szczelinowa"",""Mini szczotka""]","Tak",,1.6,24,72,56,,,,"https://ranking-oczyszczaczy.pl/odkurzacz/tefal/x-pert-6-60-animal-kit/",,27,"Brak",,"Wskaźnik",,"0",,,"tak",,false,false,
9,"published",,"cc69ec5a-41ac-4c72-81cb-b851e58049a6","2024-08-26T08:36:34.000Z","cc69ec5a-41ac-4c72-81cb-b851e58049a6","2025-03-24T13:56:05.000Z","Samsung","Jet 60 Turbo VS15A6031R1","[""Turkusowy z czarnymi elementami""]","f02302f3-0b23-4b6a-9410-8c5230d3b542",830,"2025-03-24",,,,,"[""nofollow"",""noopener""]",,"https://www.ceneo.pl/110629812#crid=703000&pid=16557","[""nofollow"",""noopener""]",,"[""bezworkowy""]",,,,,,,,410,,86,,,,"40","3,5",21.6,1800,"Brak","Brak","Brak",,,,0.8,"Jest","Brak","Brak","Brak","Brak","Brak",,"5-stopniowy","Jest","Jest","Jest",,"Jest","Brak",,"Jest","Brak","Brak","[""stacja do montażu na ścianie""]","[""Ssawka szczelinowa"",""Szczotka 2w1 do kurzu""]","Nie",,2.3,,37,50,,,,"https://ranking-oczyszczaczy.pl/odkurzacz/samsung/jet-60-turbo/",,27,"Brak",,"Wskaźnik","5","0",,,"tak","stick",false,false,
10,"published",,"cc69ec5a-41ac-4c72-81cb-b851e58049a6","2024-08-26T10:28:10.000Z","e7bcdc1c-c375-4e8c-80b7-b5e5af3507f6","2025-05-15T06:34:10.000Z","Philips","Aqua 3000 XC3131/01","[""Czarny/srebrny z niebieskimi elementami""]","92b00ba8-cbdd-4b28-b3e3-cc0966f3bad1",749,"2025-03-24",,,,,"[""nofollow"",""noopener""]",,"https://www.ceneo.pl/158821269#crid=703069&pid=16557","[""nofollow"",""noopener""]",,"[""bezworkowy""]",,,,"Brak",,,,,,,"Jest",,"[""Akumulatorowe""]","60","5",25.2,,"Jest","Brak","Brak","Jest",0.2,,,"Jest","Jest","Brak","Brak","Brak","Brak",,"3-stopniowy","Jest","Brak",,"Jest",,,,,"Brak","Brak","[""stacja do montażu na ścianie""]","[""Ssawka szczelinowa"",""Końcówka 2w1 do kurzu"",""Pojemnik na wodę""]",,,,,71,54,,,,"https://ranking-oczyszczaczy.pl/odkurzacz/philips/aqua-3000/",,,"Brak",,"Wskaźnik","15","0",,,"tak","stick_wet",false,false,
11,"published",,"cc69ec5a-41ac-4c72-81cb-b851e58049a6","2024-08-26T10:46:30.000Z","cc69ec5a-41ac-4c72-81cb-b851e58049a6","2025-03-24T13:31:42.000Z","Jimmy","H8 Flex","[""Szary/srebrny ""]","5003a8ae-3309-4499-abf5-56415bc10d0e",859,"2024-12-10",,,,,"[""nofollow"",""noopener""]",,"https://www.ceneo.pl/149654208#crid=703001&pid=16557","[""nofollow"",""noopener""]",,"[""bezworkowy""]",185,24000,4,"Jest",,,,550,,,"Jest",,"[""Akumulatorowe""]","65","4-5",25.2,2500,"Brak","Brak","Brak",,,,0.5,"Jest","Jest","Brak","Jest","Jest","Jest","[""LED""]",,"Jest","Jest","Jest",,"Jest","Jest",,"Jest",,"Brak","[""stacja do montażu na ścianie""]","[""Ssawka szczelinowa"",""Końcówka 2w1 do kurzu"",""Elektroszczotka do materacy i kanap"",""Elastyczny wąś"",""Miękka szczotka ""]",,"Tak",1.49,,85,78,,,,,,45,"Jest",,"Czasowo","11","0",,,"tak","stick",true,false,
12,"published",,"cc69ec5a-41ac-4c72-81cb-b851e58049a6","2024-08-26T11:08:44.000Z","e7bcdc1c-c375-4e8c-80b7-b5e5af3507f6","2025-04-25T07:30:40.000Z","Dreame","V11 SE","[""Szary/srebrny""]","45df8cac-2a19-4942-b829-d66b8e66ad44",889,"2025-04-25",,,,,"[""nofollow"",""noopener""]",,"https://www.ceneo.pl/110142739#crid=703004&pid=16557","[""nofollow"",""noopener""]",,"[""bezworkowy""]",150,24000,3,"Brak",,,,450,,,"Brak",,"[""Akumulatorowe""]","60","3,5",25.2,2500,"Brak","Brak","Brak",,,,,"Jest","Brak","Brak","Brak","Brak","Jest","[""LCD""]",,"Jest","Jest",,"Jest","Jest","Brak",,"Jest",,"Brak","[""stacja do montażu na ścianie""]","[""Ssawka szczelinowa"",""Końcówka 2w1 do kurzu"",""Mini elektroszczotka""]","Tak",,3.9,,73,57,,,,"/odkurzacz/dreame/v11/",,,"Jest","Jest","Wskaźnik",,"0",,,"tak","stick",false,false,
13,"draft",,"cc69ec5a-41ac-4c72-81cb-b851e58049a6","2024-08-26T11:28:06.000Z","e7bcdc1c-c375-4e8c-80b7-b5e5af3507f6","2025-05-22T06:25:27.000Z","Dreame","T20","[""Srebrny/czerwony""]","bcb41d8b-0e5c-462c-9462-a3b3f50fbef7",729,"2025-03-24",,,,,"[""nofollow"",""noopener""]",,"https://www.ceneo.pl/123337110#crid=703017&pid=16557","[""nofollow"",""noopener""]",,"[""bezworkowy""]",,25000,4,"Jest",,,,450,,,"Jest",,"[""Akumulatorowe""]","70","4",25.2,2800,"Brak","Brak","Brak",,,,0.6,"Jest","Brak",,"Brak","Jest","Jest","[""LCD""]","5-stopniowy","Jest","Jest","Brak","Jest","Jest","Brak",,"Jest",,"Brak","[""stacja do montażu na ścianie""]","[""Mini elektroszczotka"",""Ssawka szczelinowa"",""Końcówka 2w1 do kurzu"",""Elastyczny wąż""]",,,3.8,,76,62,,,,"/odkurzacz/dreame/t20/",,30,"Jest","Jest","Wskaźnik","8","0",,,"tak",,false,false,
14,"published",,"cc69ec5a-41ac-4c72-81cb-b851e58049a6","2024-08-27T08:56:21.000Z","e7bcdc1c-c375-4e8c-80b7-b5e5af3507f6","2025-05-15T06:23:09.000Z","Sencor","SVC 0740BL-EUE3","[""Srebrny/czarny/niebieski"",""Czarny/żółty""]","5fc1e89a-b728-4eef-b7bd-20691390bcb2",696,"2025-03-24",,,,,"[""nofollow"",""noopener""]",,"https://www.ceneo.pl/88524623#crid=703070&pid=16557","[""nofollow"",""noopener""]",,"[""bezworkowy""]",,,,,,,,160,,75,"Brak",,"[""Akumulatorowe""]","85","4-5",40.7,2200,"Jest","Brak","Brak","Jest",,,0.5,"Jest","Jest","Brak","Brak","Brak","Brak",,,"Jest","Jest","Jest",,"Jest","Brak",,"Jest","Brak","Brak","[""Konstrukcja samostojąca""]","[""Końcówka 2w1 do kurzu"",""Pojemnik na wodę""]",,,3,,79,66,,,,"https://ranking-oczyszczaczy.pl/odkurzacz/sencor/svc-0740bl-eue3/",,,"Brak",,"Wskaźnik",,"0",,,"tak","odkurzaczmyjacy",false,false,
15,"published",,"cc69ec5a-41ac-4c72-81cb-b851e58049a6","2024-08-28T06:41:30.000Z","cc69ec5a-41ac-4c72-81cb-b851e58049a6","2025-03-24T10:32:04.000Z","Dreame","R20","[""Szary/srebrny ""]","a9971efb-f9eb-4341-8703-033811466a61",1199,"2025-03-24",,,,,"[""nofollow"",""noopener""]",,"https://www.ceneo.pl/154310058#crid=703018&pid=16557","[""nofollow"",""noopener""]",,"[""bezworkowy""]",190,27000,2,"Jest",,,,570,,,"Jest",,"[""Akumulatorowe""]","90","4",29.6,2750,"Brak",,,,,,0.6,"Jest","Jest","Brak","Jest",,"Jest","[""LCD""]","5-stopniowy","Jest",,,,"Jest","Jest",,"Jest","Jest","Brak","[""stacja do montażu na ścianie""]","[""Mini elektroszczotka"",""Miękka szczotka"",""Końcówka 2w1 do kurzu"",""Ssawka szczelinowa"",""Elastyczny adapter""]","Tak","Tak",4.6,,95,95,,,,"/odkurzacz/dreame/r20/",,,"Jest","Jest","Procentowo",,,,,"tak","stick",false,false,
16,"published",,"cc69ec5a-41ac-4c72-81cb-b851e58049a6","2024-08-28T07:10:31.000Z","cc69ec5a-41ac-4c72-81cb-b851e58049a6","2025-03-24T13:47:41.000Z","Dyson","Cyclone V10 Absolute","[""Srebrny/złoty/fioletowy""]","2977efe3-f0d2-4453-a4d9-a16dd2001c5b",2369,"2025-03-24",,,,,"[""nofollow"",""noopener""]",,"https://www.ceneo.pl/63951365#crid=703023&pid=16557","[""nofollow"",""noopener""]",,"[""bezworkowy""]",151,,3,,,,,525,,,"Jest",,"[""Akumulatorowe""]","60","3,5",25.2,,"Brak",,,,,,0.76,"Jest","Brak",,"Brak","Brak","Brak",,,"Jest",,"Jest",,"Jest","Jest",,"Jest","Jest","Brak","[""stacja do montażu na ścianie""]","[""Mini elektroszczotka"",""Elektroszczotka do podłóg twardych"",""Ssawka szczelinowa"",""Końcówka 2w1 do kurzu"",""Elastyczny adapter""]","Tak",,2.67,,63,59,,,,"https://ranking-oczyszczaczy.pl/odkurzacz/dyson/cyclone-v10-absolute/",,,"Jest","Brak","Wskaźnik","5",,,,"tak","stick",false,false,
17,"published",,"cc69ec5a-41ac-4c72-81cb-b851e58049a6","2024-08-28T08:24:09.000Z","cc69ec5a-41ac-4c72-81cb-b851e58049a6","2025-03-24T13:32:35.000Z","Dyson","V15 Detect Absolute","[""Srebrny/fioletowy""]","30098936-e122-446b-844b-b64757019793",3092,"2025-03-24",,,,,"[""nofollow"",""noopener""]",,"https://www.ceneo.pl/109506792#crid=703027&pid=16557","[""nofollow"",""noopener""]",,"[""bezworkowy""]",240,,3,,,,,660,,,"Jest",,"[""Akumulatorowe""]","60","4,5",25.2,3600,"Brak",,,,,,0.76,"Jest","Jest",,"Jest","Jest","Jest","[""LCD""]","5-stopniowy","Jest","Jest","Jest",,"Jest","Jest",,"Jest","Jest",,"[""stacja do montażu na ścianie""]","[""Mini elektroszczotka"",""Ssawka szczelinowa"",""Końcówka 2w1 do kurzu"",""Elastyczny adapter"",""Szczotka do podłóg twardych""]","Tak","Tak",3.15,,71,78,,,,"https://ranking-oczyszczaczy.pl/odkurzacz/dyson/v15-detect-absolute/",,,"Jest",,"Czasowo","10",,,,"tak","stick",false,false,
18,"published",,"cc69ec5a-41ac-4c72-81cb-b851e58049a6","2024-08-28T10:29:12.000Z","cc69ec5a-41ac-4c72-81cb-b851e58049a6","2025-03-24T13:49:54.000Z","Bosch","Unlimited 7 BCS711XXL","[""Czarny/biały/srebrny""]","69ffbb1a-07ff-4c56-b436-c785ec0ba9c4",1199,"2025-03-24",,,,,"[""nofollow"",""noopener""]",,"https://www.ceneo.pl/135190772#crid=703032&pid=16557","[""nofollow"",""noopener""]",,"[""bezworkowy""]",,,3,"Jest",,,,,,82,"Jest",,"[""Akumulatorowe""]","40","5",18,,"Brak",,,,,,,"Jest","Jest",,"Brak","Jest","Brak",,,,,,,"Jest","Jest",,"Jest",,,"[""Konstrukcja samostojąca "",""stacja do montażu na ścianie""]","[""Dodatkowy akumulator"",""Końcówka 2w1 do kurzu"",""Szczotka do tapicerki"",""Elastyczna ssawka szczelinowa"",""Ssawka szczelinowa z włosiem"",""Ssawka szczelinowa""]",,,2.9,,70,57,,,,"https://ranking-oczyszczaczy.pl/odkurzacz/bosch/unlimited-7-bcs711xxl/",,,"Brak","Jest","Wskaźnik","10","30",,,"tak","stick",false,false,
19,"published",,"cc69ec5a-41ac-4c72-81cb-b851e58049a6","2024-08-28T11:28:44.000Z","cc69ec5a-41ac-4c72-81cb-b851e58049a6","2025-03-24T13:27:38.000Z","Jimmy","H9 Pro","[""Szary/miedziany""]","8be3b7c5-61fe-4a60-b008-8f11fc321d4c",1199,"2025-03-24",,,,,"[""nofollow"",""noopener""]",,"https://www.ceneo.pl/106497294#crid=703035&pid=16557","[""nofollow"",""noopener""]",,"[""bezworkowy""]",200,25000,4,"Jest",,,,600,,82,"Jest",,,"80","4-5",28.8,3000,"Brak",,,,,,0.6,"Jest","Brak","Brak","Jest","Jest","Jest","[""LED""]",,"Jest","Jest","Jest",,"Jest","Jest",,"Jest","Jest","Brak","[""stojak""]","[""Miękka szczotka"",""Końcówka 2w1 do kurzu"",""Ssawka szczelinowa"",""Mini elektroszczotka"",""Elastyczna rura "",""Łącznik""]","Tak","Tak",3.1,,85,81,,,,"/odkurzacz/jimmy/h9-pro/",,,"Jest","Jest","Procentowo","15","25",,,"tak","stick",false,false,
20,"published",,"cc69ec5a-41ac-4c72-81cb-b851e58049a6","2024-08-30T08:10:46.000Z","cc69ec5a-41ac-4c72-81cb-b851e58049a6","2025-03-24T13:46:33.000Z","Electrolux","Ultimate 700 Turbo Drive EP71U142XN","[""Czarny/szary/granatowy""]","c197dd7a-ae1d-4f01-a5cc-5f4f8ad896f6",1899,"2025-03-24",,,,,"[""nofollow"",""noopener""]",,"https://www.ceneo.pl/151300161#crid=703036&pid=16557","[""nofollow"",""noopener""]",,"[""bezworkowy""]",,,,"Jest",,,,,,80,"Jest",,"[""Akumulatorowe""]","50","4,5",14.4,4000,"Brak",,,,,,0.3,"Jest","Jest",,"Brak","Jest","Jest",,"5-stopniowy","Jest","Jest",,,"Jest",,,,,,"[""stojak""]","[""Elektroszczotka do podłóg twardych"",""Ssawka szczelinowa"",""Elastyczny adapter"",""Szczotka do delikatnych powierzchni"",""Końcówka 2w1 do kurzu""]",,,2.2,,67,60,,,,,,,"Jest",,"Wskaźnik","10","40",,,"tak","stick",false,false,
21,"published",,"cc69ec5a-41ac-4c72-81cb-b851e58049a6","2024-08-30T08:32:18.000Z","cc69ec5a-41ac-4c72-81cb-b851e58049a6","2025-03-24T13:50:19.000Z","Hoover","HFX10H 011","[""Czarny/czerwony""]","0d918b96-9e37-4a35-8db0-05c6b988a2bc",1196,"2025-03-24",,,,,"[""nofollow"",""noopener""]",,"https://www.ceneo.pl/159161863#crid=703040&pid=16557","[""nofollow"",""noopener""]",,"[""bezworkowy""]",,,3,"Brak",,,,365,,,"Jest",,"[""Akumulatorowe""]","30","2,5",21.6,4000,"Brak",,,,,,1.2,"Jest","Jest",,"Brak",,"Jest","[""LED""]",,,"Jest",,"Jest",,"Brak",,"Jest",,"Brak","[""konstrukcja samostojąca"",""stacja do montażu na ścianie""]","[""Końcówka 360 stopni"",""Ssawka szczelinowa""]",,,3.7,,69,56,,,,"/odkurzacz/hoover/hf500/",,,"Jest","Brak","Czasowo","12","30",,,"tak","stick",false,false,
22,"published",,"cc69ec5a-41ac-4c72-81cb-b851e58049a6","2024-08-30T09:14:53.000Z","cc69ec5a-41ac-4c72-81cb-b851e58049a6","2025-03-24T13:52:06.000Z","Miele","Triflex HX2 Cat & Dog","[""czarny""]","2ea544c8-127a-47d2-91c1-14eb5ea060d5",2649,"2025-03-24",,,,,"[""nofollow"",""noopener""]",,"https://www.ceneo.pl/135534448#crid=703041&pid=16557","[""nofollow"",""noopener""]",,"[""bezworkowy""]",,,,,,,,,,,"Jest",,"[""Akumulatorowe""]",,,,,"Brak",,,,,,0.5,"Jest","Jest",,,"Jest","Brak",,,,"Jest","Jest",,"Jest","Brak",,"Jest","Jest","Brak","[""stacja do montażu na ścianie""]","[""Ssawka do tapicerki"",""Ssawka szczelinowa"",""Końcówka 2w1 do kurzu"",""Mini elektroszczotka""]","Tak",,,,59,55,,,,,,,"Jest",,"Wskaźnik",,,,,"tak","stick",false,false,
